Model run by wuxiatian using Apollo 0.3.4 on R 4.4.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_6c_1
Model description                           : LC model with 6 classes, piecewise linear range and range loss
Model run at                                : 2026-05-28 17:46:22.938038
Estimation method                           : bgw
Model diagnosis                             : Relative function convergence
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.39384
     reciprocal of condition number         : 4.86717e-06
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  6 
Model without mixing
b_loss_pw2_c                                     -4.719e-05
b_loss_pw3_c                                     -1.299e-05
b_packreplace_c                                  1.2161e-04
b_cellreplace_c                                  1.4584e-04
b_price_c                                          0.001203
b_no_choice_d                                     -0.002017
b_mileage_d                                       5.993e-05
b_range_pw1_d                                    3.2700e-04
b_range_pw2_d                                    3.4516e-04
b_range_pw3_d                                     -0.002790
b_loss_pw1_d                                     -1.123e-05
b_loss_pw2_d                                     -1.397e-06
b_loss_pw3_d                                     -3.099e-05
b_packreplace_d                                  -4.239e-06
b_cellreplace_d                                  1.9857e-04
b_price_d                                       -2.7650e-04
b_no_choice_e                                     -0.010061
b_mileage_e                                     -1.3504e-04
b_range_pw1_e                                    6.0859e-04
b_range_pw2_e                                     -0.001557
b_range_pw3_e                                     -0.001037
b_loss_pw1_e                                    -2.2686e-04
b_loss_pw2_e                                    -2.0504e-04
b_loss_pw3_e                                     -8.121e-05
b_packreplace_e                                  2.2647e-04
b_cellreplace_e                                  2.2937e-04
b_price_e                                        2.3528e-04
b_no_choice_f                                    1.7191e-04
b_mileage_f                                       3.201e-05
b_range_pw1_f                                    7.6128e-04
b_range_pw2_f                                     -0.001321
b_range_pw3_f                                   -4.8421e-04
b_loss_pw1_f                                      3.571e-05
b_loss_pw2_f                                     -2.185e-05
b_loss_pw3_f                                      3.107e-05
b_packreplace_f                                 -1.0040e-04
b_cellreplace_f                                   8.951e-05
b_price_f                                        -5.264e-05
delta_a                                           -0.012442
gamma_EV_rangeanxiety_a                            0.003176
gamma_risktaker_a                               -4.2950e-04
gamma_hhincome_a                                 3.0708e-04
gamma_ev_charge_a                                  0.002200
gamma_knowledge_ev_a                              -0.002342
gamma_evb_environment_agree_a                     -0.002320
gamma_evb_function_disagree_a                   -7.0825e-04
gamma_hhveh_fuel_a                                 0.007733
gamma_veh_range_a                                6.6649e-04
gamma_suv_a                                        0.009490
delta_b                                            0.004349
gamma_EV_rangeanxiety_b                           -0.001634
gamma_risktaker_b                                4.5737e-04
gamma_hhincome_b                                -1.1289e-04
gamma_ev_charge_b                                -3.093e-05
gamma_knowledge_ev_b                               0.003132
gamma_evb_environment_agree_b                      0.002831
gamma_evb_function_disagree_b                      0.001109
gamma_hhveh_fuel_b                                -0.003847
gamma_veh_range_b                                -7.648e-05
gamma_suv_b                                       -0.002993
delta_c                                          6.6651e-04
gamma_EV_rangeanxiety_c                         -3.5524e-04
gamma_risktaker_c                               -2.2961e-04
gamma_hhincome_c                                 -1.429e-05
gamma_ev_charge_c                                 9.731e-05
gamma_knowledge_ev_c                             1.2152e-04
gamma_evb_environment_agree_c                     3.411e-05
gamma_evb_function_disagree_c                     2.009e-05
gamma_hhveh_fuel_c                               -5.666e-05
gamma_veh_range_c                                2.3324e-04
gamma_suv_c                                      8.4647e-04
delta_d                                          8.4277e-04
gamma_EV_rangeanxiety_d                          -9.273e-05
gamma_risktaker_d                                 5.295e-05
gamma_hhincome_d                                  7.363e-06
gamma_ev_charge_d                                2.1337e-04
gamma_knowledge_ev_d                             4.1118e-04
gamma_evb_environment_agree_d                   -2.9798e-04
gamma_evb_function_disagree_d                    1.8312e-04
gamma_hhveh_fuel_d                              -3.2592e-04
gamma_veh_range_d                                1.9500e-04
gamma_suv_d                                       1.217e-05
gamma_knowledge_ev_e                              2.667e-05
delta_f                                            0.001104
gamma_EV_rangeanxiety_f                         -3.7161e-04
gamma_risktaker_f                                -3.731e-05
gamma_hhincome_f                                 -1.906e-06
gamma_ev_charge_f                                 7.021e-05
gamma_evb_environment_agree_f                   -3.3485e-04
gamma_evb_function_disagree_f                     6.084e-05
gamma_hhveh_fuel_f                               -4.357e-05
gamma_veh_range_f                                1.0837e-04
gamma_suv_f                                      5.1698e-04
                                                b_mileage_a
b_no_choice_a                                      0.069599
b_mileage_a                                        0.026968
b_range_pw1_a                                     -0.003704
b_range_pw2_a                                     -0.002754
b_range_pw3_a                                      0.005470
b_loss_pw1_a                                       0.002019
b_loss_pw2_a                                    -1.0329e-04
b_loss_pw3_a                                       0.001399
b_packreplace_a                                    0.005226
b_cellreplace_a                                    0.002962
b_price_a                                         -0.011780
b_no_choice_b                                     -0.004815
b_mileage_b                                     -5.8362e-04
b_range_pw1_b                                      0.003313
b_range_pw2_b                                     -0.002234
b_range_pw3_b                                   -7.5336e-04
b_loss_pw1_b                                     -7.839e-05
b_loss_pw2_b                                    -1.0060e-04
b_loss_pw3_b                                    -1.7714e-04
b_packreplace_b                                   4.660e-05
b_cellreplace_b                                  2.9623e-04
b_price_b                                       -4.6022e-04
b_no_choice_c                                     -0.001620
b_mileage_c                                      -6.917e-05
b_range_pw1_c                                      0.001273
b_range_pw2_c                                    5.8774e-04
b_range_pw3_c                                   -3.6128e-04
b_loss_pw1_c                                      1.922e-06
b_loss_pw2_c                                      1.176e-05
b_loss_pw3_c                                     -1.739e-05
b_packreplace_c                                  2.0741e-04
b_cellreplace_c                                   9.004e-05
b_price_c                                        1.3232e-04
b_no_choice_d                                     -0.004128
b_mileage_d                                       2.044e-05
b_range_pw1_d                                   -3.3703e-04
b_range_pw2_d                                    1.6954e-04
b_range_pw3_d                                   -7.8951e-04
b_loss_pw1_d                                     -1.852e-05
b_loss_pw2_d                                      5.915e-07
b_loss_pw3_d                                     -8.197e-06
b_packreplace_d                                  -2.271e-05
b_cellreplace_d                                  1.0173e-04
b_price_d                                       -5.2650e-04
b_no_choice_e                                     -0.003848
b_mileage_e                                       1.410e-05
b_range_pw1_e                                    -5.503e-05
b_range_pw2_e                                    2.0423e-04
b_range_pw3_e                                   -3.6424e-04
b_loss_pw1_e                                     -7.868e-05
b_loss_pw2_e                                     -7.750e-05
b_loss_pw3_e                                     -3.268e-05
b_packreplace_e                                  1.6632e-04
b_cellreplace_e                                   6.469e-05
b_price_e                                        1.6068e-04
b_no_choice_f                                    4.7843e-04
b_mileage_f                                       4.767e-05
b_range_pw1_f                                   -3.6276e-04
b_range_pw2_f                                    2.3877e-04
b_range_pw3_f                                    -2.197e-05
b_loss_pw1_f                                      5.487e-06
b_loss_pw2_f                                      4.121e-06
b_loss_pw3_f                                      1.032e-05
b_packreplace_f                                   8.065e-05
b_cellreplace_f                                   7.860e-05
b_price_f                                         6.433e-05
delta_a                                            0.010447
gamma_EV_rangeanxiety_a                           -0.002214
gamma_risktaker_a                                4.1557e-04
gamma_hhincome_a                                -2.2868e-04
gamma_ev_charge_a                                9.5023e-04
gamma_knowledge_ev_a                            -3.9423e-04
gamma_evb_environment_agree_a                      0.001966
gamma_evb_function_disagree_a                   -3.0368e-04
gamma_hhveh_fuel_a                              -6.3683e-04
gamma_veh_range_a                               -7.4660e-04
gamma_suv_a                                       -0.001550
delta_b                                           -0.003036
gamma_EV_rangeanxiety_b                            0.001116
gamma_risktaker_b                               -2.7346e-04
gamma_hhincome_b                                  9.137e-05
gamma_ev_charge_b                                3.2315e-04
gamma_knowledge_ev_b                             6.3781e-04
gamma_evb_environment_agree_b                    1.3627e-04
gamma_evb_function_disagree_b                    9.0130e-04
